17,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,27,0,0,0,0,0,33
17,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
17,27,0,0,0,0,0,34
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,35
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
27,0,0,0,0,0,0,36
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,6
18,0,0,0,0,0,0,1
0,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,37
27,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,6
18,0,0,0,0,0,0,1
0,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,38
27,0,0,0,0,0,0,7
0,0,0,0,0,0,0,9
18,0,0,0,0,0,0,6
0,0,0,0,0,0,0,1
0,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,7
27,0,0,0,0,0,0,9
18,0,0,0,0,0,0,6
0,0,0,0,0,0,0,1
0,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,7
18,0,0,0,0,0,0,9
0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0
0,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
